pathImg,option,price,title,hot_line,url,point,rating_total,producer,Hệ điều hành,Màn hình,Mặt kính cảm ứng,Màn hình rộng,Độ phân giải,ram,memory,CPU,chip,Camera Sau,Camera trước,Thẻ sim,Thẻ nhớ ngoài,Dung lượng pin,Màu sắc,Bluetooth,color
"{'https://24hstore.vn/images/products/2020/08/08/original/samsung-note-20-ultra-mystic-bronze.jpg', 'https://24hstore.vn/images/products/2021/02/20/original/samsung-galaxy-note-20-ultra-gia-re.jpg', 'https://24hstore.vn/images/products/2020/08/08/original/samsung-note-20-ultra-mystic-white.jpg', 'https://24hstore.vn/images/products/2020/08/08/original/samsung-note-20-ultra-black.jpg'}",,17.990.000đ,Samsung Galaxy Note 20 Ultra,1900.0351,https://24hstore.vn/samsung-galaxy-note-20/samsung-galaxy-note-20-plus-p5229,5,6 đánh giá,Samsung,Android 10 Q,2020,77.2 mm x 164.8 mm x 8.1 mm,"Mystic Bronze, Mystic Black, Mystic White",AMOLED,Corning Gorilla Glass 7 Victus,6.92 inch; 209,1440 x 3200 px; WQHD+,507 ppi; Very high density,12 GB,256 GB,có,Samsung Exynos 990,ARM Mali-G77 MP11,2x2.7GHz Custom CPU +2x2.5GHz Cortex; A76 +4x2GHz Cortex; A55,"camera chính 108 MP ƒ/1.8, camera góc rộng 12 MP ƒ/2.2, ống kính tele 12 MP ƒ/3.0, ToF 3D sensor 0.3 MP",Vàng Đồng
"{'https://24hstore.vn/images/products/2021/10/19/original/samsung-galaxy-note-20-ultra-black.jpg', 'https://24hstore.vn/images/products/2021/10/19/original/samsung-galaxy-note-20-ultra-white.jpg', 'https://24hstore.vn/images/products/2021/10/19/original/samsung-galaxy-note-20-ultra-gold.jpg'}",,20.490.000đ,Samsung Galaxy Note 20 Ultra 5G,1900.0351,https://24hstore.vn/samsung-galaxy-note-20/samsung-galaxy-note-20-ultra-5g-hang-cong-ty-p5993,4,1 đánh giá,Samsung,,,,,,,,,,,,,,,,,"Trắng,Vàng Đồng,Đen"
"{'https://24hstore.vn/images/products/2021/02/20/original/samsung-galaxy-s21-gia-re.jpg', 'https://24hstore.vn/images/products/2021/01/23/original/s21-plus-g-tim.jpg', 'https://24hstore.vn/images/products/2020/12/10/original/S21_1.jpg', 'https://24hstore.vn/images/products/2021/01/23/original/s21-plus-5g-bac.jpg'}",,16.990.000đ,Samsung Galaxy S21 Plus 5G,1900.0351,https://24hstore.vn/samsung-galaxy-s21-s30/samsung-galaxy-s21-plus-s30-plus-p5588,5,1 đánh giá,Samsung,"Android 11, One UI 3.1",2021,161.5 x 75.6 x 7.8 mm,"Đen bóng đêm, Bạc bóng đêm, Tím bóng đêm, Hồng bóng đêm, Vàng bóng đêm. Đỏ bóng đêm","Dynamic AMOLED 2X, 120Hz, HDR10+, 1300 nits",Corning Gorilla Glass Victus; Always-on display,"6.7 inches, 107.8 cm2","1080 x 2400 pixels, 209",394,8GB,"128GB, UFS 3.0",microSDXC chung với khe SIM,Exynos 2100,Mali GP78 MP14,Octa-core 1x2.9 GHz Cortex-X1 & 3x2.80 GHz Cortex-A78 & 4x2.2 GHz Cortex-A55,Loa kép,"Tím,Đen,Bạc"
"{'https://24hstore.vn/images/products/2022/06/06/original/Galaxy-S20-Ultra-5G-cu.jpg', 'https://24hstore.vn/images/products/2022/05/07/original/samsung-galaxy-s20-ultra-black.jpg', 'https://24hstore.vn/images/products/2022/05/07/original/samsung-galaxy-s20-ultra-gray.jpg'}",,9.490.000đ,Samsung Galaxy S20 Ultra 5G Cũ,1900.0351,https://24hstore.vn/samsung-galaxy-s20-s20-plus/samsung-galaxy-s20-ultra-cu-p6384,4,2 đánh giá,Samsung,Android 10 Q,2020,,76.0 mm x 166.9 mm x 8.8 mm,"Đen, Xám",Dynamic AMOLED 2X,6.9 inch,"1440 x 3200 px , WQHD+","524 ppi , Very high density",12 GB,256 GB,Có thể gắn thẻ SD hoặc SIM thứ hai,Samsung Exynos 990,ARM Mali-G77 MP11,"2x2.7GHz Custom CPU +2x2.5GHz Cortex, A76 +4x2GHz Cortex, A55","camera chính 108 MP f/1.8, tele 48 MP f/3.5, camera góc rộng 12 MP f/2.2, cảm biến ToF 3D 0.5 MP",Xám
"{'https://24hstore.vn/images/products/2022/02/16/original/samsung-galaxy-s22-pink(1).jpg', 'https://24hstore.vn/images/products/2022/02/10/original/samsung-galaxy-s22-white.jpg', 'https://24hstore.vn/images/products/2022/02/10/original/samsung-galaxy-s22-pink.jpg', 'https://24hstore.vn/images/products/2022/02/10/original/samsung-galaxy-s22-green.jpg', 'https://24hstore.vn/images/products/2022/02/10/original/samsung-galaxy-s22-black.jpg'}",,15.190.000đ,Samsung Galaxy S22,1900.0351,https://24hstore.vn/galaxy-s22-s22-plus-s22-ultra/samsung-galaxy-s22-p6083,5,1 đánh giá,Samsung,"Android 12, One UI 4.1",2/2022,70.6 x 146.0 x 7.6mm,"Gia tốc kế, Khí áp kế, Cảm biến vân tay, Cảm biến con quay hồi chuyển, Cảm biến địa từ, Cảm biến Hall, Cảm biến ánh sáng, Cảm biến tiệm cận","Hỗ trợ 5G, Kháng nước, Sạc không dây, Bảo mật vân tay",Dynamic AMOLED 2X 120Hz,"Corning Gorilla Glass Victus+, HDR10+, 1300 nits",2340 x 1080-pixel,6.1 inch FHD+,8GB,"128GB, 256GB",Chip Snapdragon 8 Gen 1,,Adreno 730,,1x3.00 GHz Cortex-X2 & 3x2.40 GHz Cortex-A710 & 4x1.70 GHz Cortex-A510,"Trắng,Xanh Zeta,Hồng,Đen"
"{'https://24hstore.vn/images/products/2022/02/16/original/samsung-galaxy-s22-plus-green(1).jpg', 'https://24hstore.vn/images/products/2022/02/10/original/samsung-galaxy-s22-green_1644477628_1.jpg', 'https://24hstore.vn/images/products/2022/02/10/original/samsung-galaxy-s22-pink_1644477628_1.jpg', 'https://24hstore.vn/images/products/2022/02/10/original/samsung-galaxy-s22-white_1644477629_1.jpg', 'https://24hstore.vn/images/products/2022/02/10/original/samsung-galaxy-s22-black_1644477628_1.jpg'}",,17.990.000đ,Samsung Galaxy S22 Plus,1900.0351,https://24hstore.vn/galaxy-s22-s22-plus-s22-ultra/samsung-galaxy-s22-plus-p6084,5,1 đánh giá,Samsung,"Android 12, One UI 4.1",2/2022,75.8 x 157.4 x 7.6mm,"Gia tốc kế, Khí áp kế, Cảm biến vân tay, Cảm biến con quay hồi chuyển, Cảm biến địa từ, Cảm biến Hall, Cảm biến ánh sáng, Cảm biến tiệm cận","Hỗ trợ 5G, Kháng nước, Sạc không dây, Bảo mật vân tay","Dynamic AMOLED 2X, Super Smooth 120Hz refresh rate 10~120Hz","Corning Gorilla Glass Victus+, HDR10+, 1300 nits",2340 x 1080-pixel,6.6 inch FHD+,8GB,"128GB, 256GB",Chip Snapdragon 8 Gen 1,,Adreno 730,,1x3.00 GHz Cortex-X2 & 3x2.40 GHz Cortex-A710 & 4x1.70 GHz Cortex-A510,"Trắng,Xanh Zeta,Hồng,Đen"
"{'https://24hstore.vn/images/products/2021/10/11/original/samsung-galaxy-z-flip-3.jpg', 'https://24hstore.vn/images/products/2021/09/13/original/z-flip-3-5g-black.jpg', 'https://24hstore.vn/images/products/2021/09/13/original/z-flip-3-5g.jpg', 'https://24hstore.vn/images/products/2021/09/13/original/z-flip-3-5g-beige.jpg', 'https://24hstore.vn/images/products/2021/09/13/original/z-flip-3-5g-violet.jpg'}",,16.490.000đ,Samsung Galaxy Z Flip 3 5G,1900.0351,https://24hstore.vn/samsung-galaxy-z-flip/samsung-galaxy-z-flip3-p5860,4.5,2 đánh giá,Samsung,Android 11,2021,Dynamix AMOLED 2X,Kính siêu mỏng Ultra Thin Glass UTG,Chính 6.7 & Phụ 1.9,,,,Full HD+ 1080 x 2640 Pixels,Adreno 660 - Qualcomm SM8350 Snapdragon 888 5 nm,"1 nhân 2.84 GHz, 3 nhân 2.42 GHz & 4 nhân 1.8 GHz",2 camera 12 MP,,10 MP,,,"Kem,Tím,Xanh lá,Đen"
"{'https://24hstore.vn/images/products/2021/01/25/original/s21-5g-bac.jpg', 'https://24hstore.vn/images/products/2021/01/25/original/s21-5g-den.jpg', 'https://24hstore.vn/images/products/2021/01/25/original/s21-5g-tim.jpg'}",,14.490.000đ,Samsung Galaxy S21 5G,1900.0351,https://24hstore.vn/samsung-galaxy-s21-s30/samsung-galaxy-s21-s30-p5376,5,1 đánh giá,Samsung,"Android 11, One UI 3.0.",2021,151.7 x 71.2 x 7.9mm,"xám đêm, Bạc bóng đêm, Tím bóng đêm, Hồng bóng đêm, Trắng bóng đêm","Dynamic AMOLED 2X, 120Hz, HDR10+, 1300 nits",Corning Gorilla Glass Victus; Always-on display,6.2 inches,1080 x 2400 pixels,,8GB,128GB,có,Exynos 2100,Loa kép,"12 MP, f/1.8, 26mm wide, 1/1.76, 1.8µm, Dual Pixel PDAF, OIS 64 MP, f/2.0, 29mm telephoto, 1/1.72, 0.8µm, PDAF, OIS, 1.1x optical zoom, 3x hybrid zoom 12 MP, f/2.2, 13mm, 120˚ ultrawide, 1/2.55 1.4µm, Super Steady video","10 MP, f/2.2, 26mm wide, 1/3.24, 1.22µm, Dual Pixel PDAF","Xám,Tím,Đen,Bạc"
"{'https://24hstore.vn/images/products/2020/08/08/original/samsung-note-20-mystic-mint-green.jpg', 'https://24hstore.vn/images/products/2021/02/20/original/samsung-galaxy-note-20-ultra-plus-gia-re.jpg', 'https://24hstore.vn/images/products/2020/08/08/original/samsung-note-20-mystic-bronze.jpg', 'https://24hstore.vn/images/products/2020/08/08/original/samsung-galaxy-note-20-black.jpg'}",,14.690.000đ,Samsung Galaxy Note 20,1900.0351,https://24hstore.vn/samsung-galaxy-note-20/samsung-galaxy-note-20-p5228,5,1 đánh giá,Samsung,Android 10 Q,2020,75.2 mm x 161.6 mm x 8.3 mm,"Mystic Green, Mystic Bronze, Mystic Gray",Super Amoled,Corning Gorilla Glass 6,6.7 inch; 209,1080 x 2400 px; FHD+,393 ppi; High Density,8 GB,256 GB,Không,Samsung Exynos 990,ARM Mali-G77 MP11,2x2.7GHz Custom CPU +2x2.5GHz Cortex; A76 +4x2GHz Cortex; A55,"camera chính 12 MP ƒ/1.8, camera góc rộng 12 MP ƒ/2.2, ống kính tele 64 MP ƒ/2.0, ToF 3D sensor 0.3 MP","Vàng Đồng,Xanh Lá,Xám"
"{'https://24hstore.vn/images/products/2020/12/03/original/GalaxyS21Ultra.jpg', 'https://24hstore.vn/images/products/2021/01/26/original/s21-5g-bac.jpg', 'https://24hstore.vn/images/products/2021/11/12/original/samsung-galaxy-s21-ultra-5g-black.jpg'}",,18.790.000đ,Samsung Galaxy S21 Ultra 5G,1900.0351,https://24hstore.vn/samsung-galaxy-s21-s30/samsung-galaxy-s21-ultra-p5437,5,1 đánh giá,Samsung,"Android 11, One UI 3.1",2021,165.1 x 75.6 x 8.9 mm,"Đen bóng đêm , Bạc nóng đêm","Dynamic AMOLED 2X, 120Hz, HDR10+, 1500 nits","Always-on Display, Corning Gorilla Glass Victus","6.8 inches, 112.1 cm2","1440 x 3200 pixels, 209",515 ppi,12GB,"128GB, UFS 3.1",Không có,Exynos 2100,Mali GPU G78 MP14,Octa-core 1x2.9 GHz Cortex-X1 & 3x2.80 GHz Cortex-A78 & 4x2.2 GHz Cortex-A55,Loa kép,"Bạc,Đen"
"{'https://24hstore.vn/images/products/2021/10/19/original/samsung-galaxy-z-fold-3.jpg', 'https://24hstore.vn/images/products/2021/09/13/original/samsung-galaxy-z-fold-3-silver.jpg', 'https://24hstore.vn/images/products/2021/09/13/original/samsung-galaxy-z-fold-3-green.jpg', 'https://24hstore.vn/images/products/2021/09/13/original/samsung-galaxy-z-fold-3-black.jpg'}",,30.990.000đ,Samsung Galaxy Z Fold 3 5G,1900.0351,https://24hstore.vn/samsung-galaxy-z-fold/galaxy-z-fold-3-p5552,0,0 đánh giá,Samsung,Android 11,2021,Dynamic AMOLED 2X,Kính cường lực Corning Gorilla Glass Victus,Chính 7.6 inch & Phụ 6.2 inch,,,Full HD+ 1768 x 2208 Pixels,Qualcomm Snapdragon 888,Adreno 660,"1 nhân 2.84 GHz, 3 nhân 2.42 GHz & 4 nhân 1.8 GHz",Kính cường lực Corning Gorilla Glass Victus,,"10 MP & 4 MP, Xóa phông, Video 4K, Nhận diện khuôn mặt,...",,"HD 720p@960fps, 4K 2160p@60fps","Đen,Xanh Lá,Bạc"
"{'https://24hstore.vn/images/products/2022/06/23/original/samsung-galaxy-s22-ultra-limited-edition (3)_1655971262_1_1655981306_1.jpg', 'https://24hstore.vn/images/products/2022/06/23/original/samsung-galaxy-s22-ultra-limited-edition_1655971262_1.jpg', 'https://24hstore.vn/images/products/2022/06/23/original/samsung-galaxy-s22-ultra-limited-edition (1)_1655971262_1.jpg', 'https://24hstore.vn/images/products/2022/06/23/original/samsung-galaxy-s22-ultra-limited-edition (2)_1655971262_1.jpg'}",,30.990.000đ,Samsung Galaxy S22 Ultra - Limited Edition - Sống đậm chất đêm,1900.0351,https://24hstore.vn/galaxy-s22-s22-plus-s22-ultra/samsung-galaxy-s22-ultra-12gb256gb-xanh-limited-edition-song-dam-chat-dem-p6469,0,0 đánh giá,Samsung,"Android 12, One UI 4.1",163.3 x 77.9 x 8.9 mm,,"kháng nước IP68, Hỗ trợ S Pen","Dynamic AMOLED 2X, 120 Hz",3088x1440,"6.8 inch, QHD+",12GB,,256GB,Snapdragon 8 Gen1 4nm,"Camera Chụp Góc Siêu Rộng 12MP, Camera Chụp Góc Rộng 108MP, Camera Tele 2 10MP, Camera Tele 1 10MP",,40MP,,"8K@24fps, 4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, HDR10+",Xanh
"{'https://24hstore.vn/images/products/2021/04/13/original/redmi-9t-orange_1618299328_1.jpg', 'https://24hstore.vn/images/products/2021/04/13/original/redmi-9t-orange_1618298801_1.jpg', 'https://24hstore.vn/images/products/2021/04/13/original/redmi-9t-gray.jpg', 'https://24hstore.vn/images/products/2021/04/13/original/redmi-9t-blue.jpg', 'https://24hstore.vn/images/products/2021/04/13/original/redmi-9t-green.jpg'}",,4.190.000đ,Xiaomi Redmi 9T Hàng Công Ty,1900.0351,https://24hstore.vn/dien-thoai-xiaomi/xiaomi-redmi-9t-1-p5792,0,0 đánh giá,Xiaomi,"Android 10, MIUI 12",2021,162.3 x 77.3 x 9.6 mm,"IPS LCD, 400 nits",Corning Gorilla Glass 3,"6.53 inches, 104.7 cm2",1080 x 2340 pixels,395 ppi,4/6 GB,64/128GB,microSDXC,Qualcomm SM6115 Snapdragon 662,Adreno 610,Octa-core 4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver,,Loa Stereo,"Cam,Xám,Xanh dương ,Xanh Lá"
"{'https://24hstore.vn/images/products/2020/04/28/original/redmi-note-8-pro-white.jpg', 'https://24hstore.vn/images/products/2020/09/03/original/xiaomi-redmi-note-8-pro-green-t9.jpg', 'https://24hstore.vn/images/products/2020/04/28/original/redmi-note-8-pro-red.jpg', 'https://24hstore.vn/images/products/2020/04/28/original/redmi-note-8-pro-green.jpg', 'https://24hstore.vn/images/products/2020/04/28/original/redmi-note-8-pro-black.jpg'}",,4.799.000đ,Xiaomi Redmi Note 8 Pro,1900.0351,https://24hstore.vn/dien-thoai-xiaomi/xiaomi-redmi-note-8-pro-p4273,4.8,144 đánh giá,Xiaomi,Android 9.0 Pie,2019,161.3 x 76.4 x 8.8mm,"Trắng, Đen, Xanh Dương, Đỏ",Đa Ngôn Ngữ,IPS LCD,Gorrila Glass 5,6.53 inch,Full HD+ 1080 x 2340 Pixels,395ppi,6GB/8GB,64GB/128GB,"MicroSD, hỗ trợ tối đa 256 GB",Mediatek Helio G90T 8 nhân,Mali-G76MC4,Octa-core 2x Cortex-A76 & 6x Cortex-A55,"Trắng,Xanh lá,Đỏ,Đen"
"{'https://24hstore.vn/images/products/2020/06/15/original/redmi-note-8-white.jpg', 'https://24hstore.vn/images/products/2020/06/15/original/redmi-note-8-black.jpg', 'https://24hstore.vn/images/products/2020/06/15/original/redmi-note-8.jpg'}",,4.048.000đ,Xiaomi Redmi Note 8 Hàng Công Ty,1900.0351,https://24hstore.vn/dien-thoai-xiaomi/xiaomi-redmi-note-8-p4272,4.7,95 đánh giá,Xiaomi,Android 9.0 Pie; MIUI 10,2019,"Trắng, Đen, Xanh Dương",IPS LCD,Corning Gorilla Glass 6,6.3 inch,Full HD+ 1080 x 2340 Pixels,403 ppi density,6 GB,64 GB,"MicroSD, hỗ trợ tối đa 256 GB",Qualcomm Snapdragon 665,Adreno 610,"Octa-core, 2.0 GHz, Kryo 260",Có,Camera chính 48 MP + 8 MP + 5 MP,"Trắng,Đen,Xanh dương "
"{'https://24hstore.vn/images/products/2022/05/06/original/samsung-galaxy-s21-plus-silver.jpg', 'https://24hstore.vn/images/products/2022/05/06/original/samsung-galaxy-s21-plus-black.jpg', 'https://24hstore.vn/images/products/2022/05/06/original/samsung-galaxy-s21-plus-pink.jpg', 'https://24hstore.vn/images/products/2022/05/06/original/samsung-galaxy-s21-plus-purple.jpg', 'https://24hstore.vn/images/products/2022/06/06/original/Galaxy-S21-Plus-5G-cu.jpg'}",,10.490.000đ,Samsung Galaxy S21 Plus 5G Cũ,1900.0351,https://24hstore.vn/samsung-galaxy-s21-s30/samsung-galaxy-s21-plus-5g-cu-p6381,5,2 đánh giá,Samsung,"Android 11, One UI 3.1",2021,161.5 x 75.6 x 7.8 mm,"Đen bóng đêm, Bạc bóng đêm, Tím bóng đêm, Hồng bóng đêm, Vàng bóng đêm. Đỏ bóng đêm","Dynamic AMOLED 2X, 120Hz, HDR10+, 1300 nits",Corning Gorilla Glass Victus; Always-on display,"6.7 inches, 107.8 cm2","1080 x 2400 pixels, 209",394,8GB,256GB,microSDXC chung với khe SIM,Exynos 2100,Mali GP78 MP14,Octa-core 1x2.9 GHz Cortex-X1 & 3x2.80 GHz Cortex-A78 & 4x2.2 GHz Cortex-A55,Loa kép,Đen
"{'https://24hstore.vn/images/products/2021/05/28/original/xiaomi-redmi-note-10-green.jpg', 'https://24hstore.vn/images/products/2021/05/28/original/xiaomi-redmi-note-10-white.jpg', 'https://24hstore.vn/images/products/2021/05/28/original/xiaomi-redmi-note-10-blue.jpg', 'https://24hstore.vn/images/products/2021/05/28/original/xiaomi-redmi-note-10-gray.jpg'}",,4.890.000đ,Xiaomi Redmi Note 10 5G Hàng Công Ty,1900.0351,https://24hstore.vn/dien-thoai-xiaomi/xiaomi-redmi-note-10-5g-p5747,5,2 đánh giá,Xiaomi,"Android 11, MIUI 12",2021,161.8 x 75.3 x 8.9 mm,"IPS LCD, 90Hz, 400 nits",Corning Gorilla Glass 3,"6.5 inches, 102.0 cm2",1080 x 2400 pixels,405 ppi,4/6 GB,64/128GB,microSDXC chung với khe SIM,MediaTek MT6833 Dimensity 700 5G 7 nm,Mali-G57 MC2,Octa-core 4x2.2 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55,,,"Xanh Lá,Xanh Nhạt,Đen,Trắng"
"{'https://24hstore.vn/images/products/2022/05/07/original/samsung-galaxy-note-20-ultra-black.jpg', 'https://24hstore.vn/images/products/2022/06/06/original/Galaxy-Note-20-Ultra-5G-cu.jpg', 'https://24hstore.vn/images/products/2022/05/07/original/samsung-galaxy-note-20-ultra-white.jpg', 'https://24hstore.vn/images/products/2022/05/07/original/samsung-galaxy-note-20-ultra-gold.jpg'}",,13.490.000đ,Samsung Galaxy Note 20 Ultra 5G Cũ,1900.0351,https://24hstore.vn/samsung-galaxy-note-20/samsung-galaxy-note-20-ultra-5g-cu-p5844,5,3 đánh giá,Samsung,Android 10 Q,2020,77.2 mm x 164.8 mm x 8.1 mm,"Mystic Bronze, Mystic Black, Mystic White",AMOLED,Corning Gorilla Glass 7 Victus,6.92 inch; 209,1440 x 3200 px; WQHD+,507 ppi; Very high density,12GB,256GB,có,Samsung Exynos 990,ARM Mali-G77 MP11,2x2.7GHz Custom CPU +2x2.5GHz Cortex; A76 +4x2GHz Cortex; A55,"camera chính 108 MP ƒ/1.8, camera góc rộng 12 MP ƒ/2.2, ống kính tele 12 MP ƒ/3.0, ToF 3D sensor 0.3 MP","Trắng,Đen,Vàng Đồng"
"{'https://24hstore.vn/images/products/2020/06/13/original/xiaomi-redmi-10x-green.jpg', 'https://24hstore.vn/images/products/2020/06/13/original/xiaomi-redmi-10x-white.jpg', 'https://24hstore.vn/images/products/2020/06/13/original/xiaomi-redmi-10x-blue.jpg'}",,4.049.000đ,Xiaomi Redmi Note 9 Hàng Công Ty,1900.0351,https://24hstore.vn/dien-thoai-xiaomi/xiaomi-redmi-10x-4g-p5174,5,12 đánh giá,Xiaomi,Android 10 Q,2020,77.2 mm X 162.3 mm X 8.9 mm,"Trắng, Xanh Dương, Xanh Lá Cây",LCD IPS,Corning Gorilla Glass 5,6.53 inch; 19.59,1080 x 2340 px; FHD+,395 ppi; High Density,4GB; 6GB,128GB,Hỗ trợ thẻ SD,MediaTek Helio G85,Arm Mali-G52 MC2 950MHz,2xCortex; A75@2.1GHz + 6x Cortex; A55@1.8GHz,"camera chính 48 MP  ƒ/1.79, camera góc rộng 8 MP ƒ/2.2, Portrait mode 2 MP  ƒ/2.4, macro 2 MP ƒ/2.4","Xanh Starry,Xanh lá,Trắng"
"{'https://24hstore.vn/images/products/2022/02/10/original/samsung-galaxy-s22-ultra-red.jpg', 'https://24hstore.vn/images/products/2022/02/10/original/samsung-galaxy-s22-ultra-white.jpg', 'https://24hstore.vn/images/products/2022/02/16/original/samsung-galaxy-s22-ultra-red.jpg', 'https://24hstore.vn/images/products/2022/02/10/original/samsung-galaxy-s22-ultra-black.jpg', 'https://24hstore.vn/images/products/2022/02/10/original/samsung-galaxy-s22-ultra-green.jpg'}",,20.290.000đ,Samsung Galaxy S22 Ultra,1900.0351,https://24hstore.vn/galaxy-s22-s22-plus-s22-ultra/samsung-galaxy-s22-ultra-p6085,4.6,7 đánh giá,Samsung,"Android 12, One UI 4.1",2/2022,163.3 x 77.9 x 8.9 mm,"kháng nước IP68, Hỗ trợ S Pen","Dynamic AMOLED 2X, 120 Hz",kính cường lực Corning® Gorilla® Glass Victus®+,3088x1440,"6.8 inch, QHD+","8GB, 12GB","128GB, 256GB, 512GB",Snapdragon 8 Gen1 4nm,Adreno 730,,"Camera Chụp Góc Siêu Rộng 12MP, Camera Chụp Góc Rộng 108MP, Camera Tele 2 10MP, Camera Tele 1 10MP",,40MP,Đỏ
"{'https://24hstore.vn/images/products/2022/04/25/original/xiaomi-redmi-note-11-pro-4gb.jpg', 'https://24hstore.vn/images/products/2022/04/26/original/xiaomi-redmi-note-11-4G-moi.jpg', 'https://24hstore.vn/images/products/2022/02/22/original/xiaomi-redmi-note-11-4g-light-blue.jpg', 'https://24hstore.vn/images/products/2022/05/21/original/xiaomi-redmi-note-11.jpg', 'https://24hstore.vn/images/products/2022/02/22/original/xiaomi-redmi-note-11-4g-black.jpg', 'https://24hstore.vn/images/products/2022/06/07/original/xiaomi-redmi-note-11.jpg', 'https://24hstore.vn/images/products/2022/04/26/original/xiaomi-redmi-note-11-4g.jpg', 'https://24hstore.vn/images/products/2022/02/22/original/xiaomi-redmi-note-11-4g-dark-blue.jpg'}",,3.850.000đ,Xiaomi Redmi Note 11,1900.0351,https://24hstore.vn/dien-thoai-xiaomi/xiaomi-redmi-note-11-4g-hang-cong-ty-p6112,5,5 đánh giá,Xiaomi,"Android 11, MIUI 12.5","162 x 75,5 x 8,9 mm",,"LCD, 90Hz","6,5 inch",,,Full HD+ 1080 x 2400 Pixels,"Lõi tám 2x2,0 GHz Cortex-A75 & 6x1,8 GHz Cortex-A55, Snapdragon 680 8 nhân",Mali-G52 MC2,"50 MP, f / 1.8, rộng, PDAF 8 MP, f / 2.2, 120˚ siêu rộng 2 MP, f / 2.4, macro","8 MP, f/2.0, wide, 1/4.0”, 1.12µm",,1080p@30fps,,2 Nano SIM,"Xám,Xanh dương ,Xanh Nhạt"
"{'https://24hstore.vn/images/products/2020/03/12/original/xiaomi-redmi-note-9-pro.jpg', 'https://24hstore.vn/images/products/2020/03/12/original/xiaomi-redmi-note-9-pro-3.jpg', 'https://24hstore.vn/images/products/2020/12/11/original/xiaominite9pro_xanh.jpg'}",,6.490.000đ,Xiaomi Redmi Note 9 Pro Hàng Công Ty,1900.0351,https://24hstore.vn/dien-thoai-xiaomi/xiaomi-redmi-note-9-pro-p5075,5,1 đánh giá,Xiaomi,MIUI V11 Android 10,03/2020,76.7 mm x 165.7 mm x 8.8 mm,"Đen, Xanh, Trắng",LCD IPS,Corning Gorilla Glass 5,6.67 inch,"1080 x 2400 px, FHD+","395 ppi, High Density",4 GB,64 GB,Hỗ trợ thẻ SD,Qualcomm Snapdragon 720G,Qualcomm Adreno 618,"2xCortex, A76 Kryo 465 Gold 2.3 GHz+6xCortex, A55 Kryo 465 Silver 1.8 GHz","2 microphones lọc tiếng ồn, Smart PA","Xanh Lá,Trắng,Xám"
"{'https://24hstore.vn/images/products/2021/04/06/original/xiaomi-redmi-note-10-green.jpg', 'https://24hstore.vn/images/products/2021/04/06/original/xiaomi-redmi-note-10-gray.jpg', 'https://24hstore.vn/images/products/2021/05/07/original/redmi-note-10.jpg', 'https://24hstore.vn/images/products/2021/04/06/original/xiaomi-redmi-note-10-white.jpg'}",,4.000.000đ,Xiaomi Redmi Note 10 Hàng Công Ty,1900.0351,https://24hstore.vn/dien-thoai-xiaomi/xiaomi-redmi-note-10-p5735,4.6,69 đánh giá,Xiaomi,"Android 11, MIUI 12",2021,160.5 x 74.5 x 8.3 mm,"Super AMOLED, 450 nits typ, 1100 nits peak",Corning Gorilla Glass 3,"6.43 inches, 99.8 cm2",1080 x 2400 pixels,409 ppi,4/6 GB,64/128GB,microSDXC,Qualcomm SDM678 Snapdragon 678 11 nm,Adreno 612,Octa-core 2x2.2 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver,,"48 MP, f/1.8, 26mm wide, 1/2.0, 0.8µm, PDAF 8 MP, f/2.2, 118˚ ultrawide, 1/4.0, 1.12µm 2 MP, f/2.4, macro 2 MP, f/2.4, depth","Xám,Trắng,Xanh Lá"
"{'https://24hstore.vn/images/products/2021/01/05/original/ss-note-9s-trang.jpg', 'https://24hstore.vn/images/products/2021/01/04/original/ss-note-9s-xanh_1609752120_1.jpg', 'https://24hstore.vn/images/products/2021/01/05/original/redmi-note-9s-den.jpg'}",,5.990.000đ,Xiaomi Redmi Note 9S Hàng Công Ty,1900.0351,https://24hstore.vn/dien-thoai-xiaomi/xiaomi-redmi-note-9s-p5553,5,4 đánh giá,Xiaomi,"Android 10, MIUI 12",2020,Dài 165.75 mm - Ngang 76.68 mm - Dày 8.8 mm,"Aurora Blue, Glacier White, Interstellar Grey","IPS LCD, 450 nits",Corning Gorilla Glass 5,6.67 inch,"1080 x 2400 pixels, 209",395 ppi,6GB,128GB,microSDXC khe cắm chuyên dụng,Qualcomm SM7125 Snapdragon 720G,Adreno 618,Octa-core 2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver,loa ngoài,"Xanh Lơ,Trắng,Xám"
